Organisation,KvK number,clean_name
NewCold NL Operations B.V.,89215516.0,newcold nl operations
NewCompliance IT,27306802.0,newcompliance it
NewForesight Consultancy B.V.,32160245.0,newforesight consultancy
NewGlobe Education Services B.V.,88284735.0,newglobe education services
Newion Partners B.V.,52346501.0,newion partners
Newland Europe B.V.,17109876.0,newland
Newmonday B.V.,24402811.0,newmonday
Newport Europe B.V.,24107803.0,newport
Newrest Inflight Netherlands B.V.,34201378.0,newrest inflight
NEWSCON Inc.,90312600.0,newscon inc
NewStore B.V.,58653384.0,newstore
Newstyle Fitness Holding B.V.,30264037.0,newstyle fitness
Newtone Adviseurs & Accountants B.V.,83796819.0,newtone adviseurs accountants
Newtone Audit N.V.,17187876.0,newtone audit
Newtone Belastingadviseurs B.V.,83796797.0,newtone belastingadviseurs
Newzoo B.V.,64850269.0,newzoo
Nexent Bank N.V.,33256675.0,nexent bank
Nexfil Europe B.V.,60647574.0,nexfil
Nexio Projects NL B.V.,73779474.0,nexio projects nl
Nexperia B.V.,66264111.0,nexperia
NEXT architects B.V.,57425434.0,next architects
Next Drive B.V.,57151644.0,next drive
Next Generation Sensors B.V.,70007497.0,next generation sensors
Next Geosolutions B.V.,50128701.0,next geosolutions
Next Ocean B.V.,66450667.0,next ocean
NextGreen B.V.,68860706.0,nextgreen
Nextlane Netherlands B.V.,32124254.0,nextlane
NeXTLearningValley B.V.,61580848.0,nextlearningvalley
Nextlogic B.V.,71840656.0,nextlogic
NextPax.com B.V.,39096412.0,nextpaxcom
Nextpayroll B.V.,52176878.0,nextpayroll
Nextportchina B.V.,60022132.0,nextportchina
Nextview,14118757.0,nextview
NEXUS ASTRAIA B.V.,30075197.0,nexus astraia
Nexus Nova B.V.,75291045.0,nexus nova
nexxbiz Operations B.V.,71798455.0,nexxbiz operations
Ney & Partners Nederland B.V.,75690276.0,ney partners
NGD HOLDINGS B.V.,65943112.0,ngd holdings
NGT International B.V.,56366825.0,ngt international
NH the Netherlands B.V.,32037280.0,nh
NHL Stenden Hogeschool,41002686.0,nhl stenden hogeschool
NHL Stenden Hospitality Group B.V.,1102285.0,nhl stenden hospitality
NIBC Bank N.V.,27032036.0,nibc bank
NICE Netherlands B.V.,34140161.0,nice
NiceDay Healthcare Nederland B.V.,77868056.0,niceday healthcare
Nicemakers B.V.,71935215.0,nicemakers
Nichicon Europe B.V.,24339112.0,nichicon
Nichirei Holding Holland B.V.,24174746.0,nichirei holland
NICo-Lab B.V.,64531775.0,nicolab
NIDEC EUROPE B.V.,8172600.0,nidec
Nidec Europe Sales B.V.,77872088.0,nidec sales
Niden contracting Sp z o.o.,56258542.0,niden contracting sp z oo
Nielen Schuman B.V.,34178341.0,nielen schuman
Nielsen Media Research B.V.,33190041.0,nielsen media research
Nielsen Precima B.V.,60144165.0,nielsen precima
Nieman Raadgevende Ingenieurs B.V.,30086383.0,nieman raadgevende ingenieurs
Niestern Sander Nieuwbouw B.V.,89414233.0,niestern sander nieuwbouw
Nieto Holding B.V.,75728389.0,nieto
Nieto Trading B.V.,50349244.0,nieto trading
Nieuwbouw Online B.V.,66257247.0,nieuwbouw online
NIF Investment Manager B.V.,90637224.0,nif investment manager
Nihon Food B.V.,52525732.0,nihon food
Niigata Power Systems (Europe) B.V.,24126986.0,niigata power systems
NIIT Limited UK - Netherlands Branch,62249355.0,niit limited uk branch
Nijhoff Architecten B.V.,56707347.0,nijhoff architecten
Nijhuis Water Technology B.V.,9091123.0,nijhuis water technology
Nijwald B.V.,8162755.0,nijwald
Nike Retail,32060874.0,nike retail
Nikon Europe B.V.,34139593.0,nikon
Nilogy B.V.,87072408.0,nilogy
NIO Netherlands B.V.,84538066.0,nio
NIO Nextev Europe Holding B.V.,81099517.0,nio nextev
NIPED Prevention B.V.,57918597.0,niped prevention
NIPO Software B.V.,34240502.0,nipo software
Nippon Carbide Industries (Netherlands) B.V.,14047976.0,nippon carbide industries
Nippon Cargo Airlines,34064570.0,nippon cargo airlines
Nippon Express (Nederland) B.V.,34047815.0,nippon express
Nippon Kaiji Kyokai (Netherlands) B.V.,24402149.0,nippon kaiji kyokai
Nippon Koei Energy Europe B.V.,73485934.0,nippon koei energy
Nippon Television Network Europe B.V.,33235625.0,nippon television network
Nippon Thompson Europe B.V.,24127132.0,nippon thompson
Nipro Medical Europe N.V.,34104849.0,nipro medical
NIRAS Nederland B.V.,17133723.0,niras
Nirint Shipping B.V.,24103210.0,nirint shipping
Nissan Motor Parts Center B.V.,33294300.0,nissan motor parts center
Nisshin Seifun Group Europe Office,34312368.0,nisshin seifun office
Nissin Dental Products Europe B.V.,72758325.0,nissin dental products
"Nissin Foods Holdings Co., Ltd. Amsterdam Representative Office",96616385.0,nissin foods holdings co ltd amsterdam representative office
Nissui Europe B.V.,33207608.0,nissui
Nitta Corporation of Holland B.V.,37056174.0,nitta corporation of holland
Nium Europe B.V.,88844889.0,nium
Nixu,30233279.0,nixu
Nixxes Software B.V.,30158292.0,nixxes software
NIZO food research B.V.,9139048.0,nizo food research
Nkkk Europe,34069070.0,nkkk
NKT HVC B.V.,67212743.0,nkt hvc
NL Architects B.V.,34146497.0,nl architects
NL Urban Solutions B.V.,59484675.0,nl urban solutions
NLC Ventures Netherlands,57340943.0,nlc ventures
nLighten HQ B.V.,84107588.0,nlighten hq
NLIST Engineering B.V.,85451290.0,nlist engineering
NLMK International B.V.,34261788.0,nlmk international
NM Beauty Industries B.V.,63969769.0,nm beauty industries
Nmbrs B.V.,34150521.0,nmbrs
NMC Special Products B.V.,23083612.0,nmc special products
NMi Certin B.V.,27233418.0,nmi certin
NMQ Holding B.V.,61704814.0,nmq
NMT Holding B.V.,36048711.0,nmt
NMT International Shipping B.V.,34220951.0,nmt international shipping
NMZ Trading B.V.,74675400.0,nmz trading
NN Insurance Eurasia N.V.,52403424.0,nn insurance eurasia
NN Personeel B.V.,27193814.0,nn personeel
NNcourage B.V.,55224741.0,nncourage
NNR Global Logistics Netherlands B.V.,50395173.0,nnr global logistics
No Brothers Nederland B.V.,9184607.0,no brothers
Nobel Biocare Distribution Center B.V.,30220841.0,nobel biocare distribution center
Nobel Recruitment B.V.,75447940.0,nobel recruitment
Nobian Chemicals B.V.,31038214.0,nobian chemicals
Nobian Industrial Chemicals B.V.,32074604.0,nobian industrial chemicals
NOBL Q EUROPE B.V.,63343673.0,nobl q
Noble Environmental Benelux B.V.,62123807.0,noble environmental benelux
Nobleo Bouw & Infra B.V.,53089847.0,nobleo bouw infra
Nobleo Control B.V.,59120053.0,nobleo control
Nobleo Electronics B.V.,93473508.0,nobleo electronics
Nobleo Embedded B.V.,59120193.0,nobleo embedded
Nobleo Manufacturing B.V.,55804284.0,nobleo manufacturing
Nobleo Technology B.V.,51466937.0,nobleo technology
Noblesse Proteïns B.V.,1133204.0,noblesse protens
Nobru B.V.,8205315.0,nobru
NOC*NSF,9059703.0,nocnsf
NofaGroup Holding B.V.,24432166.0,nofagroup
NOICO B.V.,84228474.0,noico
Nokia Solutions and Networks B.V.,34259706.0,nokia solutions and networks
Noldus Information Technology B.V.,9094422.0,noldus information technology
Nomads Agency B.V.,66451264.0,nomads agency
Nomenta Industries International B.V.,68943865.0,nomenta industries international
Nomi Co-Packing,20067971.0,nomi copacking
Nomilk2day Engineering B.V.,72743468.0,nomilk2day engineering
Nomios Netherlands B.V.,28098276.0,nomios
NOMOBO Talent B.V.,66657261.0,nomobo talent
Nomura Europe Finance N.V.,33221661.0,nomura finance
Nomura Financial Products Europe GmbH,73668281.0,nomura financial products gmbh
Nongshim Europe B.V.,96605340.0,nongshim
Nonius Hospitality Technology (Europe) B.V.,32147458.0,nonius hospitality technology
Noordboer International Ondernemen B.V.,52790304.0,noordboer international ondernemen
Noordster Medical Services B.V.,83545824.0,noordster medical services
Noordwijkse Golfclub,40445956.0,noordwijkse golfclub
Noordzee International B.V.,39074598.0,noordzee international
Noorman Hendriks Partners B.V.,2042874.0,noorman hendriks partners
NoPalm Ingredients B.V.,90711815.0,nopalm ingredients
Nordcloud B.V.,65075455.0,nordcloud
Norden Shipping and Engineering B.V.,89498216.0,norden shipping and engineering
Nordex Netherlands B.V.,81210671.0,nordex
Nordic Group B.V.,34084966.0,nordic
Nordic Hydropower Aktiebolag,62907239.0,nordic hydropower aktiebolag
Nordiqes B.V.,84274131.0,nordiqes
Nordson B.V.,14059594.0,nordson
nordvpn S.A.,80418260.0,nordvpn sa
Norgine B.V.,30127007.0,norgine
Norgine Healthcare B.V.,80654193.0,norgine healthcare
Noria B.V.,78123321.0,noria
Norinchukin Bank Europe N.V.,72676094.0,norinchukin bank
Norit Nederland B.V.,31020246.0,norit
NORNORM B.V.,78348110.0,nornorm
Norsk Hydro Holland B.V.,21015516.0,norsk hydro holland
Nortek Oceanografische Instrumenten en Diensten B.V.,27250791.0,nortek oceanografische instrumenten en diensten
North Sea Tankers B.V.,24437985.0,north sea tankers
Northern Linen B.V.,9102545.0,northern linen
Northern Trust Fund Managers (Ireland) Limited Netherlands Branch,74608991.0,northern trust fund managers ireland limited branch
NorthernLight Design B.V.,34311220.0,northernlight design
NorthgateArinso Nederland B.V.,24270610.0,northgatearinso
Northland Power International Holdings B.V.,65485149.0,northland power international holdings
Northpool B.V.,56443838.0,northpool
Northstone Executive Consulting B.V.,73946605.0,northstone executive consulting
Northumbria University Amsterdam B.V.,70764441.0,northumbria university amsterdam
Northwave Investigation B.V.,68126042.0,northwave investigation
Northwave Nederland B.V.,30212330.0,northwave
Norton Rose Fulbright LLP,34371628.0,norton rose fulbright llp
NOSAWA AMSTERDAM B.V.,63583437.0,nosawa amsterdam
NOSTICS B.V.,77824180.0,nostics
Notaris Leskens B.V.,70325960.0,notaris leskens
Notariskantoor Spier & Hazenberg,34362638.0,notariskantoor spier hazenberg
NotuBiz Nederland B.V.,30095231.0,notubiz
Nourish Ingredients B.V.,97308536.0,nourish ingredients
Nouryon Coöperatief U.A.,71189424.0,nouryon coperatief ua
Nouryon Functional Chemicals B.V.,32073867.0,nouryon functional chemicals
Nouryon Specialty Chemicals B.V.,81195664.0,nouryon specialty chemicals
Nouvall Engineering Services Nederland B.V.,67173551.0,nouvall engineering services
Nova Massage & Wellness,56586272.0,nova massage wellness
Novada Holding B.V.,60155302.0,novada
NovaDental B.V.,95657290.0,novadental
Novades B.V.,65607996.0,novades
Novagraaf Nederland B.V.,33005457.0,novagraaf
Novamedia B.V.,33293056.0,novamedia
Novamedik Bioresearch B.V.,72379642.0,novamedik bioresearch
Novar Nederland B.V.,62896245.0,novar
Novartis,9016995.0,novartis
Novastar Technology Europe B.V.,68823649.0,novastar technology
Nova-X Europe B.V.,77281659.0,novax
Novidon B.V.,9140767.0,novidon
NovioQ B.V.,69616957.0,novioq
NovioTax B.V.,65951654.0,noviotax
Novo Nordisk B.V.,28056421.0,novo nordisk
Novocycle Technologies B.V.,92709141.0,novocycle technologies
NovoLearning B.V.,58729569.0,novolearning
Novonesis Nederland B.V.,30169166.0,novonesis
Novoprof B.V.,24280301.0,novoprof
NovoServe B.V.,59844299.0,novoserve
Novutech B.V.,88970647.0,novutech
NoXa B.V.,34268366.0,noxa
NOZA Technologies B.V.,68762038.0,noza technologies
NPICHEM B.V.,68360339.0,npichem
NPK Europe (Holland) B.V.,24405416.0,npk holland
NPP Power Europe B.V.,70033803.0,npp power
NPS Diesel B.V.,9175819.0,nps diesel
NPSP B.V.,60147997.0,npsp
NRG Accounting B.V.,77799887.0,nrg accounting
NRG Imports B.V.,63282801.0,nrg imports
NRG PALLAS B.V.,41151233.0,nrg pallas
NS Groep N.V.,30124358.0,ns groep
NS Reizigers B.V.,30124362.0,ns reizigers
NS Stations B.V.,30124364.0,ns stations
NS Transport B.V.,78329469.0,ns transport
NS8 B.V.,71527222.0,ns8
N-Sea Services B.V.,52686191.0,nsea services
NSI N.V.,36040044.0,nsi
NTC Wismettac Europe B.V.,57838291.0,ntc wismettac
NTCS B.V.,27246818.0,ntcs
NT-MDT B.V.,71826394.0,ntmdt
NTS CombiMetaal B.V.,17066770.0,nts combimetaal
NTS D&E B.V.,61833215.0,nts de
NTS Group B.V.,17082576.0,nts
NTS Mechatronics B.V.,17084450.0,nts mechatronics
NTS Proto Systems B.V.,14113582.0,nts proto systems
NTT DATA Business Solutions B.V.,17263186.0,ntt data business solutions
NTT DATA Services International Holdings B.V.,65942353.0,ntt data services international holdings
"NTT DATA Spain, S.L.",67767311.0,ntt data spain sl
NTT Netherlands B.V.,8051702.0,ntt
NTZ Nederland B.V.,24232909.0,ntz
NUB3S B.V.,82796335.0,nub3s
Nucletron Operations B.V.,30129540.0,nucletron operations
Nudus B.V.,89240871.0,nudus
Nuevoscope Technologies B.V.,87690705.0,nuevoscope technologies
Nulab Netherlands B.V.,69903425.0,nulab
Numafa Cleaning and Automation B.V.,53842405.0,numafa cleaning and automation
Numidia B.V.,54253977.0,numidia
NUNA International B.V.,34274912.0,nuna international
Nunhems Netherlands B.V.,13014340.0,nunhems
Nunner Logistics B.V.,17064969.0,nunner logistics
Nutanix Netherlands B.V.,58480404.0,nutanix
Nutreco Africa B.V.,61481173.0,nutreco africa
Nutreco International B.V.,16074327.0,nutreco international
Nutreco Nederland B.V.,16058721.0,nutreco
Nutri-Akt,11022528.0,nutriakt
Nutricia Cuijk B.V.,16013641.0,nutricia cuijk
Nutricia Export B.V.,5054856.0,nutricia export
Nutricia International B.V.,27112523.0,nutricia international
Nutricia Medical Devices B.V.,27093366.0,nutricia medical devices
NutriControl B.V.,17120532.0,nutricontrol
Nutrinova Netherlands B.V.,85950904.0,nutrinova
Nuts Groep,54036682.0,nuts groep
NuVasive Netherlands B.V.,58395725.0,nuvasive
Nuvei (Netherlands) B.V.,68866771.0,nuvei
Nuwa Pen B.V.,86809466.0,nuwa pen
nVent Holding NL B.V.,6079419.0,nvent nl
NVIDIA Dutch B.V.,57653232.0,nvidia dutch
NWC B.V.,66624630.0,nwc
NWO Nederlandse Organisatie voor Wetenschappelijk Onderzoek,27367015.0,nwo nederlandse organisatie voor wetenschappelijk onderzoek
NXFiltration,64959910.0,nxfiltration
NXP B.V.,17070622.0,nxp
NXP Semiconductors Netherlands B.V.,17070621.0,nxp semiconductors
NXT Capital B.V.,75312026.0,nxt capital
NXT LVL Accountants B.V.,69192154.0,nxt lvl accountants
Nyk Holding (Europe) B.V.,33224444.0,nyk
Nyrstar Budel B.V.,17256263.0,nyrstar budel
Nyrstar Netherlands (Holdings) B.V.,17087444.0,nyrstar holdings
O III Architecten B.V.,14041630.0,o iii architecten
O My Bag B.V.,69094527.0,o my bag
O&J Automotive Netherlands B.V.,91447704.0,oj automotive
o9 Solutions Netherlands B.V.,74239015.0,o9 solutions
Oaky B.V.,59032936.0,oaky
Oasen N.V.,29010639.0,oasen
Oatly Netherlands B.V.,73642746.0,oatly
Oatly Netherlands Operations & Supply B.V.,73642754.0,oatly operations supply
OBA Uitzendbureau B.V.,24335225.0,oba uitzendbureau
Oberst B.V.,14126660.0,oberst
Obertop Consultancy B.V.,68079672.0,obertop consultancy
OBI4wan B.V.,53021029.0,obi4wan
Object First Europe B.V.,90431421.0,object first
Objective Partners B.V.,61551147.0,objective partners
Obvious People B.V.,58164359.0,obvious people
OC&C Strategy Consultants B.V.,84069236.0,occ strategy consultants
Occure B.V.,20115035.0,occure
OCE Nederland B.V.,68288026.0,oce
Ocean Network Express (Netherlands) B.V.,68921810.0,ocean network express
Oceaneering Mobile Robotics B.V.,30226459.0,oceaneering mobile robotics
Oceans of Energy B.V.,65993586.0,oceans of energy
Oceanwide Expeditions Holding B.V.,50590316.0,oceanwide expeditions
Oceanwide Personnel Services B.V.,68552866.0,oceanwide personnel services
OCI Ammonia Distribution B.V.,97554545.0,oci ammonia distribution
OCI Methanol Marketing B.V.,76146367.0,oci methanol marketing
OCI N.V.,56821166.0,oci
OCI Nitrogen B.V.,34388021.0,oci nitrogen
OCI Personnel B.V.,57740151.0,oci personnel
Ockto B.V.,66060923.0,ockto
OCLC B.V.,28115418.0,oclc
OCP Fund Management B.V.,72859121.0,ocp fund management
OCP Residential B.V.,69408645.0,ocp residential
OCRE Offshore Services B.V.,57982163.0,ocre offshore services
OCS Consulting B.V.,17101996.0,ocs consulting
Octagon Professionals International B.V.,27360428.0,octagon professionals international
Octatube Engineering B.V.,27222430.0,octatube engineering
Odd.Bot,72959916.0,oddbot
Odd-e Netherlands B.V.,68559755.0,odde
Odido Netherlands B.V.,33265679.0,odido
Odin Onderwijs B.V. (Cloudwise),6073970.0,odin onderwijs cloudwise
Odin Warehousing & Logistics B.V.,34210313.0,odin warehousing logistics
Odin-RVB Chemicals B.V.,27175568.0,odinrvb chemicals
Odoo Experts B.V.,70360618.0,odoo experts
ODS Metering Systems B.V.,61950238.0,ods metering systems
Odura advies en projecten B.V.,69122970.0,odura advies en projecten
Odyssey Almere I B.V.,72754060.0,odyssey almere i
Odyssey Europe B.V.,76793516.0,odyssey
Oehoe B.V.,78402964.0,oehoe
OFD Holding B.V.,24264988.0,ofd
Off the Fence B.V.,33258526.0,off fence
OfferZen B.V.,75679027.0,offerzen
Office App B.V.,61947199.0,office app
Office for Metropolitan Architecture (O.M.A.) Stedebouw B.V.,24167946.0,office for metropolitan architecture oma stedebouw
office_winhov B.V.,57383030.0,officewinhov
Officebooking B.V.,55968228.0,officebooking
Offshore Independents Personnel B.V.,52516210.0,offshore independents personnel
Ogilvy | Social.Lab,33020671.0,ogilvy sociallab
OGL Quality Services B.V.,68064853.0,ogl quality services
OGS Netherlands B.V.,33302833.0,ogs
OHPEN Services B.V.,54158311.0,ohpen services
OHPEN Technology B.V.,54158133.0,ohpen technology
O-I Netherlands B.V.,24202107.0,oi
"OIKOCREDIT, Ecumenical Development Cooperative Society U.A.",31020744.0,oikocredit ecumenical development cooperative society ua
"Oilfield International Equipment and Supplies, Pte. Ltd. Dutch Branch",64443000.0,oilfield international equipment and supplies pte ltd dutch branch
Oilinvest (Netherlands) B.V.,24256665.0,oilinvest
OIM Noordwijkerhout B.V.,28106299.0,oim noordwijkerhout
Okada Europe B.V.,75559625.0,okada
Okamura Corporation,24363955.0,okamura corporation
OKAYA EUROPE GmbH The Netherlands branch,59094702.0,okaya gmbh branch
OKRA landschapsarchitecten B.V.,30146760.0,okra landschapsarchitecten
Okra Technologies B.V.,76038793.0,okra technologies
Okta Identity Netherlands B.V.,77029720.0,okta identity
OLAF HUSSEIN Wholesale B.V.,71039686.0,olaf hussein wholesale
Olam Brands B.V.,24375829.0,olam brands
OLAM Cocoa,35002995.0,olam cocoa
Olam Europe B.V.,24278173.0,olam
Olam Global Agri Brands B.V.,83796401.0,olam global agri brands
Olam Global Agri Netherlands B.V.,83123598.0,olam global agri
Olam Services,35008749.0,olam services
Olba,4037346.0,olba
Oldenburg Bonsèl Nederland B.V.,64915549.0,oldenburg bonsl
Oleading,71504249.0,oleading
